# BEAST v1.10.1
# Generated Tue Sep 11 01:25:24 CLST 2018 [seed=1536639898616]
# -window -working -options
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	yule.birthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	speciation
29000	-1815.1228713813575	-0.09462128973482997	-1815.0282500916228	0.05844415645189589	0.2413297787337192	13.541416803099882	39.99220303494431	0.324512478756386	0.245153441379247	0.16665486767416005	0.26367921219020674	1.0	1.0	-1815.0282500916228	0.0	9.76081738090768
30000	-1815.3523366843533	0.19562589502295324	-1815.5479625793762	0.05758024787624107	0.24065098825546843	18.449177289791837	33.56297069736249	0.32378702759817346	0.24226925815386557	0.16702141085813382	0.266922303389827	1.0	1.0	-1815.5479625793762	0.0	10.135286143476833
31000	-1812.8868290374999	1.3691350512608569	-1814.2559640887607	0.05736725157617705	0.22102565408814992	22.377187087832382	21.668990325891503	0.3277033450330846	0.25631284869631626	0.13956482555983263	0.27641898071076626	1.0	1.0	-1814.2559640887607	0.0	10.594277618890082
32000	-1821.2109340694717	-0.7200550671993078	-1820.4908790022723	0.06968934456356234	0.24937857719480086	28.665482290512195	28.153406299550486	0.31101049977301876	0.2672962807070921	0.1333634481768079	0.288329771343081	1.0	1.0	-1820.4908790022723	0.0	9.62991126821252
33000	-1816.8037919019382	0.43799726491981694	-1817.241789166858	0.06358374051969115	0.23433461083075646	10.55355554108344	32.247579579925734	0.30554164064273215	0.2660776371074317	0.14018830823416242	0.28819241401567347	1.0	1.0	-1817.241789166858	0.0	9.30925077568145
34000	-1818.2110872580668	1.4609650265374459	-1819.6720522846042	0.05816148332783535	0.21894016849125317	11.385031515287052	23.491435738120114	0.3064443935115954	0.26955430102414724	0.13580889144858366	0.28819241401567347	1.0	1.0	-1819.6720522846042	0.0	9.668856620029961
35000	-1815.2057937570153	0.34078011841182665	-1815.5465738754272	0.06334811969276334	0.24278331493113725	27.94064939023591	20.393728840387755	0.3065883956552598	0.26109340524993613	0.1441257850791304	0.28819241401567347	1.0	1.0	-1815.5465738754272	0.0	9.866889499070366
36000	-1813.752701959306	1.1390390500877263	-1814.8917410093939	0.06672486970102515	0.23528639661212322	11.0590042979509	24.64278504899959	0.3190792117057667	0.2598611106409929	0.14097853475259448	0.28008114290064584	1.0	1.0	-1814.8917410093939	0.0	9.414191552274358
37000	-1820.9915024299823	-0.005344917347699152	-1820.9861575126347	0.08579003139138913	0.2768814693356591	7.918123778353958	29.002644716331876	0.3045543221778891	0.27067045470177675	0.14427923584651628	0.2804959872738178	1.0	1.0	-1820.9861575126347	0.0	8.153389659314762
38000	-1815.7416470301894	0.8348862125418641	-1816.5765332427313	0.05590559680184797	0.22392626605113747	27.067117639504133	21.612603458833256	0.3127803020947766	0.27326688632748053	0.14186972405726808	0.2720830875204747	1.0	1.0	-1816.5765332427313	0.0	10.430559513812735
39000	-1814.355056745067	0.7003090494233817	-1815.0553657944904	0.061963872153362735	0.2483514972674255	24.50590711298751	19.910328487167213	0.3115204717199501	0.2777179140718337	0.1494896176295275	0.2612719965786885	1.0	1.0	-1815.0553657944904	0.0	9.908492252301574
40000	-1814.8401291579175	1.0028760418327938	-1815.8430051997505	0.06984448736231831	0.25220125712301916	15.756815634311554	23.952606743430763	0.31783803603968913	0.2769348819840294	0.16387964920005427	0.24134743277622706	1.0	1.0	-1815.8430051997505	0.0	9.81247634053952
41000	-1812.7020288512283	1.2770238986487517	-1813.9790527498772	0.06566442375337803	0.26132845406706756	15.209437427054315	20.283280853575466	0.322906518438895	0.26305510950569755	0.1572277926240419	0.25681057943136537	1.0	1.0	-1813.9790527498772	0.0	9.634921822671798
42000	-1813.7517983872342	-0.49337550545048003	-1813.2584228817836	0.06124734306037606	0.23406161172187234	32.50204604126791	24.730638083193224	0.326261813347569	0.2638209191906525	0.15871351387192967	0.25120375358984876	1.0	1.0	-1813.2584228817836	0.0	9.799033931672515
43000	-1812.1661833453222	1.4619966429754712	-1813.6281799882977	0.0590090334668709	0.22079656446913326	14.164829042752723	24.37418687248073	0.3240063908716944	0.252101283398541	0.16488321111908572	0.2590091146106788	1.0	1.0	-1813.6281799882977	0.0	10.126264732164456
44000	-1818.2890073789583	-0.5461426812818626	-1817.7428646976764	0.06115142847687801	0.24770625392717915	10.243179544015275	43.75912902673627	0.3170049953979239	0.2611593493504467	0.15311451032579967	0.2687211449258296	1.0	1.0	-1817.7428646976764	0.0	9.095760735652098
45000	-1817.4227877904832	0.2118638618881299	-1817.6346516523713	0.061756584229866435	0.26404431708500975	13.102794117460425	31.80156336804474	0.3165971516975542	0.27164913687708253	0.15069666558731518	0.26105704583804795	1.0	1.0	-1817.6346516523713	0.0	9.40440916971428
46000	-1813.6025193508951	0.5381197903311321	-1814.1406391412263	0.061995052927186996	0.23751641309319815	18.58415261277733	29.940213934431103	0.3311126133141496	0.26265394465005476	0.15001601453826646	0.25621742749752907	1.0	1.0	-1814.1406391412263	0.0	10.197504768469285
47000	-1814.0863625317197	1.898962081592554	-1815.9853246133123	0.05609272738014913	0.2208659106584403	9.174705895245147	17.22216692041408	0.32648962859770325	0.2755426728887919	0.1498894854989981	0.24807821301450667	1.0	1.0	-1815.9853246133123	0.0	9.055871919486862
48000	-1814.902025590071	1.3946167441206239	-1816.2966423341916	0.0593179919222996	0.23115048459342613	14.99387400045571	23.515058312356025	0.3353653196118525	0.273857724283798	0.14903927763429678	0.24173767847005262	1.0	1.0	-1816.2966423341916	0.0	10.072367347434943
49000	-1819.9909752139602	-0.15083817019372514	-1819.8401370437664	0.07658026206485849	0.25389799979223215	5.41396814971595	24.56471227725051	0.3410184490791588	0.2656394157477917	0.16560562355573613	0.22773651161731326	1.0	1.0	-1819.8401370437664	0.0	7.07031585697899
50000	-1816.1758622294954	1.1925644561131836	-1817.3684266856085	0.06333893905801989	0.2363526370344812	10.386182226989565	23.4473100018491	0.33819537259687	0.26903638174964745	0.16687884879749643	0.22588939685598602	1.0	1.0	-1817.3684266856085	0.0	9.247579895495333
51000	-1817.333333865338	1.4769188134421736	-1818.8102526787802	0.06168529775221105	0.25797207313160997	11.842972603901263	19.37934203939659	0.3347513567996146	0.2711604952508284	0.16556817985492525	0.22851996809463163	1.0	1.0	-1818.8102526787802	0.0	9.303517117646358
52000	-1816.7267449633978	0.44401477160210234	-1817.1707597349998	0.0716212685162496	0.25934506426977766	26.567900977214826	17.364844586900087	0.33980533202445307	0.26941025034001626	0.14482210776718152	0.24596230986834905	1.0	1.0	-1817.1707597349998	0.0	9.508264798164232
53000	-1812.139221764091	1.3295845455350825	-1813.468806309626	0.0616509275929411	0.23465849642401973	22.26917481848608	19.388412729970877	0.32725813105178114	0.260539791557068	0.16263319790886918	0.24956887948228157	1.0	1.0	-1813.468806309626	0.0	10.290366055888834
54000	-1812.819575774123	1.3669078966919095	-1814.1864836708148	0.06468794558635753	0.2606882330408149	10.303755055621728	19.45634141803358	0.3232578477267666	0.2565004991252194	0.15554471229335184	0.2646969408546621	1.0	1.0	-1814.1864836708148	0.0	8.976474287382622
55000	-1815.8261454562225	-0.0519766759450615	-1815.7741687802775	0.054281947064818745	0.22753893578605616	15.964127708433878	41.90361930491988	0.31372564974174105	0.26629873375823115	0.16065870460147288	0.2593169118985548	1.0	1.0	-1815.7741687802775	0.0	10.219260305125786
56000	-1814.713048387371	1.2738838810051156	-1815.986932268376	0.06622758716746384	0.2525076944256564	12.039736276354981	21.82842401685802	0.30929869643535973	0.26524156101656676	0.155590832133962	0.26986891041411143	1.0	1.0	-1815.986932268376	0.0	9.400936629782429
57000	-1815.5173613329764	0.9210238237114527	-1816.438385156688	0.06702743813157919	0.25654454511297514	10.627896896793002	24.225465126548478	0.3087306405077325	0.24674347898189317	0.1740889141686356	0.27043696634173864	1.0	1.0	-1816.438385156688	0.0	9.090882658896618
58000	-1814.2574890428355	0.3664436821363548	-1814.6239327249718	0.0719788942646012	0.2579932782625161	10.685367387243673	30.177033454795943	0.30860811245937614	0.2563757575535375	0.15532823207370594	0.27968789791338033	1.0	1.0	-1814.6239327249718	0.0	9.08762339651333
59000	-1814.847701136655	1.7931324282160466	-1816.640833564871	0.06461052625783774	0.232956967189087	11.1864142487344	18.881153154765506	0.3018089599805854	0.25228909658874116	0.16737524315053365	0.27852670028013976	1.0	1.0	-1816.640833564871	0.0	9.467547005388163
60000	-1816.1262960114104	1.4109205689167368	-1817.5372165803271	0.05865108046279959	0.23065471932047069	25.32362705125517	16.881785091724396	0.30460378759271967	0.2808530223589986	0.15235855104563867	0.2621846390026431	1.0	1.0	-1817.5372165803271	0.0	10.31767508774989
61000	-1818.9856966940665	1.6462999196710317	-1820.6319966137376	0.06240333793402053	0.23085029514413213	20.320683810458963	18.83898213459853	0.28752334164959464	0.2971431985590584	0.1568132183853737	0.2585202414059733	1.0	1.0	-1820.6319966137376	0.0	10.367160515992854
62000	-1826.2638828771978	0.9153110831448714	-1827.1791939603427	0.06203711750991338	0.26464169425511	13.260743391976396	23.855998915243852	0.29768515662705364	0.29316008845187325	0.15782170562564996	0.25133304929542327	1.0	1.0	-1827.1791939603427	0.0	9.414694631313
63000	-1820.6670004575103	0.20092711304781474	-1820.867927570558	0.0737969156176247	0.28032969813671615	13.674794955543199	29.14445512634834	0.3162827447840757	0.2958917822755245	0.14268228815844405	0.24514318478195593	1.0	1.0	-1820.867927570558	0.0	9.244320628458313
64000	-1816.3678571593325	0.9016987767822933	-1817.2695559361148	0.06391360767294987	0.2327298676196437	11.863229309658065	28.01379506159371	0.32557851356936723	0.2795300613728707	0.1528156031192236	0.24207582193853874	1.0	1.0	-1817.2695559361148	0.0	9.606290424783978
65000	-1813.9335615509267	1.0998491804405717	-1815.0334107313672	0.05498706457445067	0.2040062756117658	26.411939595368846	24.88839589757483	0.3318524928501615	0.2629826413925536	0.15823092446031406	0.2469339412969711	1.0	1.0	-1815.0334107313672	0.0	10.980879398041127
66000	-1813.3426487035547	0.7779617930690481	-1814.1206104966238	0.07176446306165218	0.2649363373967932	18.666322222605245	21.940166097703	0.32777221890928304	0.26922356720007445	0.15166494719600912	0.2513392666946337	1.0	1.0	-1814.1206104966238	0.0	9.688217705356395
67000	-1812.7783402615928	2.0159428967192756	-1814.794283158312	0.058112858645955036	0.22973398692194025	14.622897333056397	18.14115196284591	0.32227859805137415	0.26371554849617385	0.1591174521948221	0.2548884012576302	1.0	1.0	-1814.794283158312	0.0	10.053566548741813
68000	-1814.6998936705704	0.2616118267908014	-1814.9615054973613	0.07228440034615667	0.2771617862385558	19.40749888348798	23.925388482001207	0.32001023063795836	0.2656110326568309	0.1540916262996857	0.26028711040552527	1.0	1.0	-1814.9615054973613	0.0	9.449280601868551
69000	-1816.1609366079867	0.5460243504898683	-1816.7069609584767	0.06722624855440071	0.27555786405403127	8.37383440931084	23.947983670785316	0.31521742220935844	0.275191647926094	0.15476234852317264	0.2548285813413752	1.0	1.0	-1816.7069609584767	0.0	8.318083541316799
70000	-1817.9647038926516	0.5473218237951176	-1818.5120257164467	0.07334832627438106	0.2809384600113729	10.335801337825751	25.268623750542552	0.311766745894294	0.2729543765188913	0.15997905794690054	0.2552998196399145	1.0	1.0	-1818.5120257164467	0.0	8.774344521387427
71000	-1814.5814184500803	-0.059716632517176294	-1814.521701817563	0.06460303184073857	0.24974900754562449	14.070098538024741	37.757121777515096	0.3155289018024296	0.2793354828973719	0.15922438325575863	0.24591123204444007	1.0	1.0	-1814.521701817563	0.0	9.706266226634408
72000	-1817.0497823706196	-0.8057065086929622	-1816.2440758619266	0.07213724863549992	0.25859558002495137	22.605429960074822	36.56837094884046	0.33126035450019375	0.2562720656768522	0.14586016675004526	0.266607413072909	1.0	1.0	-1816.2440758619266	0.0	9.745286433459336
73000	-1814.4271742388846	-0.3193459397257534	-1814.1078282991589	0.06739857839822795	0.25255657988669916	28.785447073831424	22.823542260083364	0.3249413860925723	0.2584593177532569	0.14463624091031585	0.27196305524385517	1.0	1.0	-1814.1078282991589	0.0	9.529395683990547
74000	-1815.1668797419857	0.045760204361840806	-1815.2126399463475	0.05773259897906406	0.23309821640808887	30.675235900496705	22.261009927272557	0.3010002637384717	0.27632330749851697	0.15122641893356276	0.2714500098294488	1.0	1.0	-1815.2126399463475	0.0	9.966935628122572
75000	-1817.9008887167136	-2.599263385680846	-1815.3016253310327	0.059458438077004405	0.24595510000353935	44.15492399999652	21.981586275575427	0.3180689657787272	0.2609307775570495	0.14986226093040023	0.2711379957338233	1.0	1.0	-1815.3016253310327	0.0	8.078393500481328
76000	-1817.7388078438887	0.8655818261227761	-1818.6043896700114	0.06513419389018829	0.2520812889982489	23.588312323492705	18.702805988348594	0.3331475837813544	0.2349065120675432	0.14556497097718937	0.2863809331739132	1.0	1.0	-1818.6043896700114	0.0	9.857584568348177
77000	-1815.0143732245308	0.3621215032888223	-1815.3764947278196	0.07208550179285675	0.26110032380129994	9.502405675924114	28.765092038772814	0.33847722782181716	0.2433049382211664	0.1466473493882689	0.27157048456874777	1.0	1.0	-1815.3764947278196	0.0	8.776643779095282
78000	-1819.1325815614339	1.1327137944680938	-1820.265295355902	0.05782991460889699	0.20021631582277824	26.83366764727721	25.199724800194186	0.3225790184896002	0.22683972843054004	0.16329793848434257	0.2872833145955175	1.0	1.0	-1820.265295355902	0.0	11.075748696566967
79000	-1814.7861888609782	-0.3383902138064183	-1814.4477986471718	0.06837249077365706	0.2634426469877476	18.02089767129595	35.56581931901472	0.310548634786651	0.25384034984902604	0.15584331148214625	0.279767703882177	1.0	1.0	-1814.4477986471718	0.0	9.710187347461943
80000	-1813.6248631499682	1.3776553757764471	-1815.0025185257446	0.05968046617129597	0.22316395788047108	10.860372823040963	23.423701403794475	0.30975597304050195	0.25652894825494343	0.15306932896427644	0.28064574974027845	1.0	1.0	-1815.0025185257446	0.0	9.501959435985862
81000	-1814.9640876527192	2.115148102621345	-1817.0792357553405	0.053470560467879166	0.21717119346995528	11.72151436186556	18.014227472144245	0.31178509700768786	0.2534492814180057	0.158753579416561	0.2760120421577457	1.0	1.0	-1817.0792357553405	0.0	9.761554674583527
82000	-1816.4139547409586	1.4114426248625307	-1817.8253973658211	0.05726919075358044	0.21336350230176782	19.602602406075544	24.714506534907933	0.32401702498120255	0.246933975907581	0.15196882955725674	0.27708016955396	1.0	1.0	-1817.8253973658211	0.0	10.695831762624282
83000	-1815.6181442612558	0.5442882287548994	-1816.1624324900106	0.07353635898125482	0.26767513736979015	15.987907887625553	26.01416417327256	0.32020937101587227	0.24082996671976473	0.15404715735998656	0.28491350490437667	1.0	1.0	-1816.1624324900106	0.0	9.579597957364625
84000	-1815.79726033123	1.0745557803530605	-1816.871816111583	0.061808062177268336	0.2622208404824292	17.470127781013886	20.64112443756626	0.3267468445153341	0.2492719962519756	0.14560512782777568	0.27837603140491485	1.0	1.0	-1816.871816111583	0.0	9.721430602078387
85000	-1816.5564941341204	-1.3214693601537864	-1815.2350247739666	0.05991343815068784	0.23982734503059455	33.17235182695731	30.72717164036766	0.33395083262930414	0.2492719962519756	0.15251645363514746	0.2642607174835731	1.0	1.0	-1815.2350247739666	0.0	9.552946696295843
86000	-1812.999317073793	1.3118067473126036	-1814.3111238211056	0.06245430192084629	0.23818597039174846	20.011346023906494	20.67880488615458	0.3389474154365333	0.2459949215322074	0.15613366619422586	0.25892399683703377	1.0	1.0	-1814.3111238211056	0.0	10.215075197924898
87000	-1815.8726244175007	1.2555398139230292	-1817.1281642314236	0.05820887453029602	0.2075954781731948	14.93909304790364	28.75326334325735	0.33416896389678696	0.2494178406390855	0.16603660558569805	0.25037658987842976	1.0	1.0	-1817.1281642314236	0.0	10.418619193065025
88000	-1817.081234414608	-2.1603877688810087	-1814.920846645727	0.06734051670431343	0.24852220765657168	36.31992593075385	31.06846137907276	0.33740015936797196	0.25618842633052646	0.16415493816829754	0.24225647613320425	1.0	1.0	-1814.920846645727	0.0	8.935524397663503
89000	-1814.833206363813	0.38495733946608546	-1815.218163703279	0.056978124123985084	0.2222320300620934	34.713304607060124	17.50610666749095	0.3433504843278	0.2589306067421812	0.15044425867755357	0.24727465025246548	1.0	1.0	-1815.218163703279	0.0	10.02120700469814
90000	-1814.2787282487218	-0.5536220490477675	-1813.725106199674	0.06438243382924995	0.24730634972496218	32.73484216609201	20.808706896705097	0.3280519733149351	0.25081622368631906	0.15448255197421745	0.2666492510245287	1.0	1.0	-1813.725106199674	0.0	9.346665776666569
91000	-1814.132069237853	-0.49503190450014145	-1813.637037333353	0.06089126358864662	0.23483175454190283	32.490516733643496	24.509031565746888	0.33498069338036107	0.25722487303087965	0.14833267733118508	0.25946175625757445	1.0	1.0	-1813.637037333353	0.0	9.77493621919003
92000	-1813.2467111031217	1.7115175986637485	-1814.9582287017854	0.0617736773850005	0.23027844345828125	11.290389125055386	19.90153430484845	0.3167721336834501	0.26887999827534503	0.14790914865633137	0.2664387193848738	1.0	1.0	-1814.9582287017854	0.0	9.519825985816045
93000	-1813.9578858460961	1.038207894147579	-1814.9960937402436	0.06301353124584427	0.23996123659178814	10.621764772514318	24.82204006222473	0.3236886630766729	0.2606878949155053	0.14319250619809282	0.27243093580972927	1.0	1.0	-1814.9960937402436	0.0	9.265714072624007
94000	-1817.2095866622956	0.9720781769821745	-1818.1816648392778	0.06532062201334797	0.2675746572120592	17.333402995449873	20.826665085428516	0.3133133025719283	0.26381010685562795	0.15393361253599752	0.2689429780364465	1.0	1.0	-1818.1816648392778	0.0	9.625197879541536
95000	-1817.3321617584184	0.5741420211600641	-1817.9063037795784	0.04760815438897884	0.1873355444140539	34.84508119138219	26.983704817912276	0.31578099909069846	0.26106970585768097	0.15036541008627521	0.2727838849653456	1.0	1.0	-1817.9063037795784	0.0	11.226837669662693
96000	-1814.3115641383727	0.1923170563125982	-1814.5038811946852	0.05709382754270603	0.22781365547286328	33.438816169843435	18.999928850578502	0.3155185040484611	0.26106970585768097	0.15889864351800706	0.2645131465758511	1.0	1.0	-1814.5038811946852	0.0	9.93076798351455
97000	-1814.6223382604785	-0.6456056757206223	-1813.9767325847579	0.05853060239424074	0.22424033605122953	35.133212998158506	25.83051256358652	0.33801809750697903	0.245352054280581	0.15854666793981834	0.2580831802726219	1.0	1.0	-1813.9767325847579	0.0	9.917451122400678
98000	-1817.6263469467315	1.2107471154735485	-1818.837094062205	0.07089253799778628	0.25251520733536115	18.294712839659205	20.381917379153002	0.3247274185682376	0.24711286371558702	0.17100919042510254	0.2571505272910731	1.0	1.0	-1818.837094062205	0.0	9.913367305340206
99000	-1815.7889134107738	0.05864147353329052	-1815.847554884307	0.06642854451502131	0.26132339739524274	21.336533502171385	27.07287442353466	0.32374436743748947	0.26133637542332766	0.14837462257368195	0.26654463456550126	1.0	1.0	-1815.847554884307	0.0	9.726368533354075
100000	-1819.034902654414	-2.056206998702132	-1816.9786956557118	0.056205605400515835	0.21793921449917925	39.98088168374482	37.323129918090395	0.3262664703238238	0.26189940881997426	0.1423180403617487	0.2695160804944536	1.0	1.0	-1816.9786956557118	0.0	9.728604960606372
101000	-1815.487126536874	-0.11436195245428493	-1815.3727645844197	0.07377562640710938	0.26677626328170584	19.63370689564002	29.950399702898153	0.32091201739182484	0.26340524315024705	0.146621023381063	0.2690617160768654	1.0	1.0	-1815.3727645844197	0.0	9.648432183768076
102000	-1816.7270209042465	1.7480408965551426	-1818.4750618008015	0.05304309033200898	0.21306906532040581	22.548110142316396	19.742951661209666	0.34500054037899314	0.2761146436763541	0.14403718325377723	0.23484763269087583	1.0	1.0	-1818.4750618008015	0.0	10.773951522237923
